LU,Text
convenir," mais il luy convenoit obeir pour ceste heure. (ANONYME_CNN,213.4548) "
convenir," il m' y convient aller. (ANONYME_CNN,217.4663) "
convenir," et n' a pas cueur pour soustenir et porter le desplaisir et ennuy qu' endurer luy conviendroit a ceste occasion (ANONYME_CNN,294.6416) "
convenir," Et tant rompirent de lances qu' ilz furent si las et recreuz qu' il convint qu' en beaulx bras ilz demourassent endormiz. (ANONYME_CNN,366.8090) "
convenir," Or convient il savoir comment le gentil galant, pendant ce temps, se gouverna en celle huche, de laquelle il fut gaillardement delivré, actendu l' adventure. (ANONYME_CNN,380.8380) "
convenir," Il convient que l'on me mette dehors, (ANONYME_CNN,381.8396) "
convenir," Et finalement en eut tant a faire qu' il convint que la paix et traictié en fussent refaiz par les plus notables de la ville; (ANONYME_CNN,384.8493) "
convenir," et puis=qu' il faut que je face quelque chose pour vous, sauf toutesfois tousjours mon bon honneur, vous savez l' ordonnance qui est faicte de par les seigneurs estans en ceste dite ville de Calais, comment il convient que chascun chief d' hostel face une foys la sepmaine, en personne, le guet par nuyt, sur la muraille de la dite ville. (ANONYME_CNN,387.8530) "
convenir," Et lors luy alla dire comment il convenoit que son mary, lendemain au soir, allast au guet comme les aultres chefs d' ostel de la ville, en entretenant l' ordonnance qui sur ce estoit faicte par la seigneurie estant en la ville. (ANONYME_CNN,389.8548) "
convenir," et jugea qu' il convenoit que son compaignon y fust. (ANONYME_CNN,444.9605) "
convenir," La bonne dame, oyant ceste deliberacion, laissoit tout convenir; (ANONYME_CNN,446.9627) "
convenir," La bonne fille fut tant pressée qu' il luy convint dire que l'on n' avoit encores rien besoigné en son ouvrouer; (ANONYME_CNN,498.10689) "
convenir," Or ça, ma fille, dist elle, il vous convient desmarier. (ANONYME_CNN,499.10694) "
convenir," Il fut bien mal content de ce qu' il convenoit qu' il retournast a sa maison, doubtant les sergents; (ANONYME_CNN,509.10899) "
convenir," Et puis=qu' il vous convient tout dire, meschant et lasche bonhomme que vous estes, et aultre ne fustes oncques, pensez vous qu' en ce monde cy soit medicine qui plus puisse aider et susciter la maladie d' entre nous femmes que la doulce et amoureuse compaignie des hommes? (ANONYME_CNN,517.11041) "
convenir," Mais premierement, dit elle, il convient que j' aye une paire de bons souliers. (ANONYME_CNN,527.11221) "
convenir," Quand elle le vit si dur et obstiné, et que sa priere tres humble ne vouloit exaulser, luy dist: Or ça, puis=qu' il convient qu' il soit, je suis contente; (ANONYME_CNN,553.11750) "
convenir," Si me convient arrester et donner toute entente, veiller et traveiller, advisant ou je trouveray femme propice et convenable a moy. (ANONYME_CNN,557.11798) "
convenir," Car la premiere année, avant qu' elle fut expirée, print desplaisance de demourer a l' ostel en oysiveté et d' y tenir mesnage en la maniere qu' il convient a ceulx qui y sont lyez, (ANONYME_CNN,558.11814) "
convenir," Il convient doncques que prenez maintenant courage, bon et ferme. (ANONYME_CNN,561.11865) "
convenir," Or me convient il, dist elle, user du conseil de mon mary; en quoy faisant, je ne puis encourir crime aucun ne deshonneur, puis=qu' il m' en a baillé la licence, mais que je n' excede les termes de la promesse que j' ay fait. (ANONYME_CNN,568.11957) "
convenir," et il est vray qu' il me chargea, quand le cas adviendroit que rompre me conviendroit ma chasteté, que je eleusse homme qui fust sage, bien renommé et de grand vertu, et non aultre. (ANONYME_CNN,568.11959) "
convenir," Avant son partement me dist que quand il seroit absent, il se tenoit tout seur que ma nature me contraindroit a briser ma continence, et que par necessité me conviendroit a converser avec homme. (ANONYME_CNN,573.12036) "
convenir," Il luy convint prendre le lict et y continuellement demourer, ou elle se donna aucunement garde que son clerc luy faisoit faire l' abstinence pour chastier son desir charnel. (ANONYME_CNN,578.12118) "
convenir," Mais il convient desassambler Ses lettres, & puis rassambler. (ANONYME_ALEXANDRIE,.121) "
convenir," Et s' il venoit aucun noble homme De France, d' Espaingne ou de Rome, De Lombardie ou d' Alemaingne, Ou d' Angleterre ou de Sardeingne, Ou de quelque part qu' il venist, A son pooir il convenist Qu' il li annunçast les pardons, Par douce priere & par dons, De ce devost pelerinage Qu' on apele le saint voiage; (ANONYME_ALEXANDRIE,.174) "
convenir," Si se convient bien consillier, Ymaginer, penser, veillier Comment ceste chose se face, Si qu' à s' onneur Dieus la parface; (ANONYME_ALEXANDRIE,.618) "
convenir," Faites nous tres grant pourveances D' escus, de pavais & de lances, Et de toute autre artillerie, Qu' il convient à nostre maisnie, Pour assaillir & pour deffendre, Pour mur brisier & citez prendre. (ANONYME_ALEXANDRIE,.858) "
convenir," Si li dist: ""Sire, ne doubtez Que ceste ville a si grant tour Que s' on voloit chascune tour Garnir, les murs & les creneaus De gens d' armes bons & yniaus, Vous n' avez mie le vintisme, Non, se Dieux me gart, le centisme, De gens d' armes qu' il convenroit Au garnir; (ANONYME_ALEXANDRIE,.1725) "
convenir," Et au roy tout en haut deïrent Qu' il n' en convenoit plus parler, Car il s' en voloient raler, Et que sans doubte il ne porroient Tenir la cité, ne voloient. (ANONYME_ALEXANDRIE,.1750) "
convenir," Si convient que chascuns entende Secretement à sa besongne, Sans querir jour, terme, n' alongne. "" (ANONYME_ALEXANDRIE,.1953) "
convenir," Car il convient que je demeure Pour parfaire tout le traitié Que nous avons yci traitié; (ANONYME_ALEXANDRIE,.2395) "
convenir," Et se convient que je delivre Ces ij. amiraus à delivre. "" (ANONYME_ALEXANDRIE,.2396) "
convenir," Et pour ce aviser nous convient, Et que chascuns son conseil die Loyaument & sans flaterie; (ANONYME_ALEXANDRIE,.2753) "
convenir," Car c' est chose qu' il convient faire, Et qui vous est bien necessaire. "" (ANONYME_ALEXANDRIE,.4133) "
convenir," & briefment, Là feïrent un parlement Pour le roy honnir & destruire En disant: ""Il convient qu' il muire."" (ANONYME_ALEXANDRIE,.4523) "
convenir," ains les convient dou tout mettre au nient et abatre, (Anonyme_Roisin,1.17) "
convenir," Cez paroles covinent bien a madame sainte Agnés dont nos faisons la feste, si com vos orez aprés. (ANONYME_SERMON,246.14) "
convenir," A cestui rechaufer covient kerre une jovencele, c' est l' exemple des sainz ki sunt enflammé de cariteit. (ANONYME_SERMON,247.21) "
convenir," et par ce la covient chaindre el col. (ANONYME_SERMON,250.175) "
convenir," et ciz nons covient bien a li, (ANONYME_SERMON,253.321) "
convenir," Sa femme convient mectre en estat ainxin qu' il appartient EOS (XV-JOIES,7.98) "
convenir," et savez, m' amie, que, quant nous entrames en nostre menage, nous n' avions gueres de meuble et nous a convenu achapter liz, couchez, chambres et moult d' autres choses et n' avons pas grant argent a present. (XV-JOIES,8.137) "
convenir," Or avendra que aprés l' excommuniement il sera engregié, dont convendra a la dame demourer a l' oustel, (XV-JOIES,12.248) "
convenir," Pour ce en convient avoir, en ait ou non, (XV-JOIES,18.376) "
convenir," et pour ce convient que le proudomme trote a pié ou a cheval, de nuit ou de jour, pour en avoir. (XV-JOIES,18.377) "
convenir," or convient qu' il ait comperes et commeres a l' ordonnance de la dame; (XV-JOIES,18.384) "
convenir," or convient que le pouvre homme face tant que elles soient bien aises. (XV-JOIES,19.391) "
convenir," or convendra qu' il se passe d' une robe en ung an et de deux paires de souliers, une pour les jours ouvrables et l' autre pour les festes, d' une sainture arse a deux ou trois ans. (XV-JOIES,26.627) "
convenir," et si ilz faisoient aucune chose contre sa doctrine, il conviendroit qu' ilz alassent ailleurs querir service, (XV-JOIES,30.715) "
convenir," mes convient a l' aventure en aller querir chiés les voisins. (XV-JOIES,53.1434) "
convenir," Aprés convient que la chouse se repaise EOS (XV-JOIES,55.1486) "
convenir," et convient que le bon home commence la paix et la flete, (XV-JOIES,55.1487) "
convenir," Il me convient, fait il, y aller pour telles choses et pour telles. (XV-JOIES,61.1625) "
convenir," Si convient aller aux champs jouer. (XV-JOIES,67.1788) "
convenir," Et convient qu' il face finence de chevaulx selon son estat EOS (XV-JOIES,68.1847) "
convenir," et convient que elle ait robe a chevaucher. (XV-JOIES,68.1848) "
convenir," et convient qu' il lui face service sur les chemins, (XV-JOIES,69.1853) "
convenir," et si convient que le bon homme, qui a plus troté que ung chien, trote par=my la ville a lui querir ce qu' elle demande, (XV-JOIES,69.1866) "
convenir," et convient au bon home en achapter ung aultre EOS (XV-JOIES,70.1895) "
convenir," En ce cas, il conviendra qu' il trote a pié et qu' il soit tourjours quant et quant, (XV-JOIES,70.1897) "
convenir," Si lui convient prendre en pacience, (XV-JOIES,76.2065) "
convenir," Il convendroit parler a madame et a mes amis. (XV-JOIES,88.2378) "
convenir," Et convient au bon homme charroier sa femme et ses enfans a grant haste en chasteau ou a la ville, (XV-JOIES,92.2538) "
convenir," et convient qu' il trote maintenent de jour, maintenant de nuit, a pié ou a cheval selon l' estat ou il est, puis cza puis la, pour querir de la vitaille et pour ses aultres besoingnes. (XV-JOIES,93.2543) "
convenir," et convient qu' ilz aient tout ce qu' ilz demandent (XV-JOIES,93.2556) "
convenir," Puis, quant la guerre est finee, il convient charroyer tout le charreage a l' oustel (XV-JOIES,93.2558) "
convenir," M' amie, fait il, il convient que je y aille pour mon honneur EOS (XV-JOIES,95.2594) "
convenir," Ha a, madame! Il lui convenist mander qu' il n' y venist point, (XV-JOIES,106.2849) "
convenir," et se aucuns lor dist lait, par V sol. li convenra a amender sains relaiz as segnors. (CHIEVRES,116.55) "
convenir," les magazins du roy en canada sont garnis de tout ce qui leur convient couvertures, chemises, fusils, haches, tabac, pipes qu| ils appellent calumet et le tabac petun EOS (DUPLESSIS_LETTRE,2.71.73) "
convenir," il me semble qu' il ne convient guerre a des filles d' entrer dans ces sorte d' affaires et qu' il faut qu' un party se sente bien foible quand il accepte et qu' il recherche de tels appuis, (DUPLESSIS_LETTRE,2.76.282) "
convenir," et pour consoler ceux qui souffrent, il faut bien convenir quelquefois qu' ils ont raison, (DUPLESSIS_LETTRE,3.50.610) "
convenir," et il faut convenir que nos R‹ses› ont exercé l' hospitalité avec beau÷coup de ferveur, (DUPLESSIS_LETTRE,3.173.1003) "
convenir," et convient bien que uns rois qui est lors sires, se ordonne apriés euls et s' encline a moult de lors volentés; (FROISSART,43.144) "
convenir," Et convenoit la roine vivre de son demainne, (FROISSART,49.264) "
convenir," Il convint la roine d' Engleterre prendre en bon gré ce que ses freres li rois de France li offroit, (FROISSART,50.299) "
convenir," et dissent que il i convenoit obviier, et que de la vie et gouvrenance dou roi et de son consel c' estoit toute pure perte. (FROISSART,54.370) "
convenir," et convenoit bien que tout ce fust tenu en secré; (FROISSART,55.383) "
convenir," car prendre lor convenoit pour euls rafresqir et lors chevaus. (FROISSART,73.756) "
convenir," Et les convint aler tout le pas, (FROISSART,75.812) "
convenir," et dist que il le convenoit partir, (FROISSART,105.1455) "
convenir," Et dist ensi la dame par la parole de l' avocat que, se son mari avoit fourfait le sien, il ne pooit fourfaire l' iretage de la dame, et le convenoit vivre li et son fil. (FROISSART,107.1500) "
convenir," et convint ceuls qui la estoient des Hainnuiers retraire dedens lors hostels. (FROISSART,116.1688) "
convenir," Sus cel estat et avis, fissent li chevalier de Hainnau pluisseurs bonnes ordenances pour euls mieuls garder et desfendre, par lesquelles ordenances il convenoit toutdis par nuit jesir en armes, et par jour euls tenir en lors hostels et lor harnas avoir apparilliet et les chevaus tous pres et ensellés. (FROISSART,122.1844) "
convenir," Et les convenoit toutdis, par nuit et par jour, gettier par connestablies les camps et les cemins de autour de la ville, et envoiier auqunes escoutes demi lieue en sus de la ville, pour savoir se chil archier faisoient nul agait ne asamblee. (FROISSART,122.1845) "
convenir," Mais convenoit ceminer autour, (FROISSART,130.1990) "
convenir," et par la les convenoit rapasser. (FROISSART,132.2048) "
convenir," Ensi travilliés honmes et cevaus, les convint la celle nuit jessir sus la riviere tous armés, casquns son cheval en sa main, tenant par la bride ou par la longne, (FROISSART,132.2059) "
convenir," Si les convint jeuner, tout le jour otant bien que la nuit, et les chevaus mengier terre avoecques le wason, ou bruiere toute dure ou fuelles d' arbres; (FROISSART,133.2075) "
convenir," Et leur convenoit coper plançons de bois a lors espees ou baselaires, tous ploians, pour lors chevaus loiier, et verges pour faire hutelettes pour euls muchier. (FROISSART,133.2077) "
convenir," car il convenoit que il fuissent passet par la; (FROISSART,138.2192) "
convenir," et le convint villier aussi bien conme les aultres. (FROISSART,149.2431) "
convenir," et se convint aidier de ceminiaus, de bendes, de chars et de hastiers de fier et de qievilles. (FROISSART,152.2496) "
convenir," car il les convenoit rapasser parmi lor pais; (FROISSART,154.2530) "
convenir," que il convenoit le jone Edouwart roi d' Engleterre marier. (FROISSART,155.2557) "
convenir," Qant il vei et senti que morir le convenoit, il manda tous les barons de son roiaulme, voire ceuls ou il avoit la grignour fiance. (FROISSART,164.2762) "
convenir," Qant il furent devant li, si leur dist: Biau signeur, je voi bien que il m' en convient aler la voie conmune: (FROISSART,164.2763) "
convenir," et convenoit que il i euist entre ceuls qui de ce mariage s' estoient ensonniiet, auqune cautelle secree qui se descouveroit, qanq que ce fust. (FROISSART,171.2913) "
convenir," Qant il senti et congneut que morir le convenoit, il manda les nobles de son roiaulme, ceuls que en haste on peut avoir, tant des •XII• pers de France conme des aultres; (FROISSART,174.2962) "
convenir," Je sent bien et congnois que aler m' en convient en la conmune voie, ensi que li aultre vont. (FROISSART,174.2964) "
convenir," il convenoit qu' il fust mors. (FROISSART,182.3134) "
convenir," Li contes de Qent, qui avoit esté tenus tousjours a preudonme et sage et vaillant honme, ot cel inconvenient si grant contre li que morir li convint. (FROISSART,184.3176) "
convenir," et le convint morir, ensi que vous avés oy. (FROISSART,184.3185) "
convenir," il convenoit que il i pourveist. (FROISSART,185.3206) "
convenir," et s' escuserent que il apertient et convient que as parlemens qui sont a la Saint Michiel a Wesmoustier, ou tous li consauls generauls d' Engleterre est, soient remonstrees tels coses, (FROISSART,190.3316) "
convenir," Et qant il veirent que soufrir leur convenoit, il le porterent et passerent courtoisement, et li rois de France trop plus doucement encores que son consel, (FROISSART,190.3322) "
convenir," Et convint le dit messire Robert soudainnement laissier fenme et enfans, desquels li rois de France estoit oncles, et partir dou roiaulme et venir en l' Empire. (FROISSART,197.3423) "
convenir," Qant li dus vei que il estoit ensi guerriiés et de tant de signours, et n' i savoit conment pourveir, fors que par eslongier messire Robert d' Artois de li et de son pais, si fu consilliés a ce que il diroit a messire Robert que il le convenoit partir de li et aler ailleurs en Engleterre, et que la seroit il soustenus. (FROISSART,200.3509) "
convenir," Et en convint le conte de Hainnau ensonniier (FROISSART,200.3517) "
convenir," il convient tretiier deviers euls. (FROISSART,258.4780) "
convenir," Et le convint de=rechief widier et partir de Flandres et venir en France, (FROISSART,261.4829) "
convenir," Mais il convient que il passe la mer a la saison qui retourne, pour aprendre a congnoistre les signeurs et les pais qui le vodront aidier et servir. (FROISSART,263.4853) "
convenir," mais passer lor convint. (FROISSART,272.5040) "
convenir," et li ot en convenant par sa foi que, se il veoit que sejourner le convenist longement par deça la mer, que il le remanderoit. (FROISSART,286.5314) "
convenir," et toutesfois il li convint sousfrir (FROISSART,289.5394) "
convenir," et convenoit que il portast ce dangier. (FROISSART,298.5583) "
convenir," puis=que il en estoit requis dou vicaire a l' empereour, il convenoit que il fust en obeissance. (FROISSART,308.5819) "
convenir," la premiere estoit pour che que il avoit sa serour espousee; et l' autre raison: faire li convenoit, (FROISSART,309.5854) "
convenir," et convenoit que il respondesist, (FROISSART,318.6034) "
convenir," Mais la, pour celle fois, il les convint croire consel, (FROISSART,335.6461) "
convenir," Et ot li dus en convenant au roi d' Engleterre, pour tant que il estoit grans tretiieres et bien enlangagiés, que de euls remonstrer et attraire il feroit son plain pooir. (FROISSART,338.6542) "
convenir," A ce parlement furent proposees et remisses sus et avant toutes les paroles et convenances faites et emprises a faire, ainsi que dittes, ordonnees et convenenchies avoient esté au parlement en la ville de Brousselles. (FROISSART,342.6597) "
convenir," car il li convenoit servir le roi d' Engleterre, puisque il prendoit ses deniers .... (FROISSART,345.6674) "
convenir," Et grant gent ne lor convenoit point pour faire lor emprise, (FROISSART,352.6839) "
convenir," Mais puisque il estoient la dedens venu, pour aidier et consillier la ville, il convenoit que il s' aquitassent, ensi que il fissent. (FROISSART,358.7010) "
convenir," et convenoit de pure necessité que li rois les aidast a soustenir lor estat, (FROISSART,365.7174) "
convenir," Qant les Englois veirent que combatre les convenoit, il se missent tout a piet (FROISSART,371.7328) "
convenir," Si i convenoit pourveir, (FROISSART,397.7953) "
convenir," car par lor dangier et congiet, le convint passer et aler en la garnison de Bouçain. (FROISSART,398.7996) "
convenir," car bien veirent generaument que combatre les convenoit. (FROISSART,404.8122) "
convenir," et avoient en ces nefs arbalestriers qui traioient a ceuls de dedens, lesquels il convenoit estre bien pavesciés ou il euissent trop grandement perdu. (FROISSART,420.8469) "
convenir," et au fier avoit •I• crocet par quoi, qant il pooit, en lançant, assir le croq et atachier, il tiroit a lui par telle maniere, car il avoit fors bras, que il convenoit que il s' en alast deviers lui. (FROISSART,425.8592) "
convenir," et lor convint passer. (FROISSART,436.8920) "
convenir," car par la convenoit passer qui voloit trouver les François, (FROISSART,440.8995) "
convenir," et les convint retourner au pont. (FROISSART,441.9030) "
convenir," Et convint le roi d' Engleterre, ensi que je fui enfourmés, enprunter a Jaquemon d' Artevelle, son compere, et a tout le pais de Flandres chienqante mille mars, monnoie d' Engleterre, avaluee au paiement de Flandres et d' Engleterre: (FROISSART,450.9228) "
convenir," mais convenoit que le plus il s' ordonnast et gouvrenast par ceuls de l' Empire et especiaulment par le duc Jehan de Braibant, son cousin germain, (FROISSART,455.9306) "
convenir," mais en laissierent convenir le duch de Braibant, le duch de Gerles et le conte de Jullers, de la partie le roi d' Engleterre. (FROISSART,456.9323) "
convenir," On se puet esmervillier, selonch le intitulure et le introduction de ceste matere qui represente les fais de Bretagne, a quoi mesires Carles de Blois pensoit, qui tenoit a avoir a fenme et a espouse la droite hiretiere de Bretagne, et qui estoit si grans de linage en France que neveus au roi Phelippe et au conte d' Alençon et freres au conte de Blois, que il ne se traioit avant, mais laisoit convenir le conte de Montfort et prendre les chités et bonnes villes et les chastiaus de Bretagne, et point ils n' aloit au devant ne n' i envoioit. (FROISSART,474.9711) "
convenir," Il convient, quoi qu' il face ne ait fait jusques a chi, que il viengne deviers nous pour relever la ducee de Bretagne; (FROISSART,475.9732) "
convenir," Adont imaginerent chil signeur de France que il convenoit emplir les fosses pour aprochier de plus priés; (FROISSART,493.10115) "
convenir," Et se chil de dedens se fuissent tenu tousjours enclos en lor ville sans point issir, et entendu as escarmuces tant seullement et a desfendre lors barrieres, il ne lor convenoit aultre cose; (FROISSART,495.10171) "
convenir," et convint priés estre armé tous ceuls de la ville pour euls bouter hors. (FROISSART,497.10205) "
convenir," Car se il se fuissent la ivrené, et euissent laissiet lors gens convenir, et cevauchiet sus le pais, il euissent petit a petit raquis le pais, et osté les coers et les opinions de ceuls et de celles qui tenoient a bonne la querelle au conte de Montfort. (FROISSART,501.10278) "
convenir," Qant chil signeur de France se deubrent departir de mesire Carle de Blois, il li consillierent que il se tenist en la chité de Nantes, et fesist l' ivier tout bellement ses provisions, et laisast convenir ses gens et guerriier des garnisons; (FROISSART,503.10332) "
convenir," Si nous convient bien avoir consel conment nous nos ordenerons de la gerre de Bretagne. (FROISSART,507.10445) "
convenir," Et ossi il convenoit que la contesse de Montfort fust aidie et confortee dou roi et des Englois puisque on avoit la ducee de Bretagne relevé de li, et que on le tenoit et voloit tenir en foi et en honmage de la couronne d' Engleterre. (FROISSART,508.10471) "
convenir," et li fu dit conment pour celle fois il convenoit que il ouvrast. (FROISSART,509.10479) "
convenir," Et fu ensi pris et conquis, et tout li Espagnols qui dedens estoient, mort, reservet le chapitainne, liquels se nonmoit Pieres Ferrans de Tudesque, et auquns gentils honmes de son pais et de sa delivrance, pour lesquels il demora, se raençon les convenoit paiier. (FROISSART,534.11118) "
convenir," Se ne voloit pas que ses cousins fust si despourveus que il ne peuist tenir les camps a l' encontre de ses ennemis, puisque il li avoit convenancé de aidier. (FROISSART,538.11208) "
convenir," car bien savoient que par la il les convenoit retourner. (FROISSART,540.11242) "
convenir," et les convint porter hors et en sus de l' asaut en une pree et desarmer, (FROISSART,544.11367) "
convenir," et convenoit que il fust secourus, ou il seroit pris, et li doi chevalier que il tenoit prisonniers, rescous. (FROISSART,547.11435) "
convenir," Si fu dit et consilliet a messire Carle de Blois que il se departesist ses gens et pourveist fortereces et garnisons de gens d' armes, et mesist et establesist partout bons capitainnes, vaillans honmes segurs et sages, et les laiast convenir cel ivier et guerriier par garnisons, se guerriier voloient; (FROISSART,555.11664) "
convenir," et lor convint passer, (FROISSART,556.11685) "
convenir," mais sousfrir lor convint tant que pour celle fois, (FROISSART,561.11805) "
convenir," et laissa mesire Robert d' Artois et mesire Gautier de Manni convenir de sa gerre. (FROISSART,573.12089) "
convenir," Et convint le duch de Normendie et toute sen hoost deslogier de la piece de terre ou logiet estoient, et traire d' autre part plus en sus pour le plueve et le frés temps. (FROISSART,591.12484) "
convenir," et les en convint morir honteusement. (FROISSART,593.12544) "
convenir," et laissoient les Englois convenir, (FROISSART,607.12860) "
convenir," Si lor convint atendre l' aventure. (FROISSART,615.13106) "
convenir," mais il convenoit que il fesist enqueste a ceuls dou pais, ou on l' avoit mis. (FROISSART,629.13487) "
convenir," Et convint le dit mesire Godefroi tapir et fuir et issir hors dou roiaulme de France. (FROISSART,633.13575) "
convenir," il convient que tous li pais de Flandres s' i asente; et qant la sera venu, que on voie et congnoise les rebelles qui a ce ne se vodront acorder, et que il soient bani publiquement et perdent ce que ou pais de Flandres a present il i tiennent, sans esperance de jamais ravoir ne i retourner. (FROISSART,635.13624) "
convenir," et lor convenoit faire un pont pour le passer. (FROISSART,659.14188) "
convenir," et convint de=rechief les ouvriers laissier oevre et retourner arriere. (FROISSART,660.14206) "
convenir," Si les convint retraire arriere, avant que il fuissent oultre la riviere. (FROISSART,670.14402) "
convenir," Et les convint jesir a l' ancre a l' encontre des isles de Normendie, et tant que li rois en estoit tous anoieus. (FROISSART,674.14514) "
convenir," La convint que Englois fuissent bonnes gens d' armes et de grande ordenance; (FROISSART,711.15399) "
convenir," Mais convint que des grans fais d' armes par euls et par lors gens i avenissent, liquel ne vinrent pas tout a la congnisance de ceuls qui m' en enfourmerent; (FROISSART,735.15975) "
convenir," Se nous les volons avoir, il les nous convient la aler querre. (FROISSART,773.16835) "
convenir," et laissa ses gens convenir. (FROISSART,776.16921) "
convenir," A faire une telle bataille et la ou li rois est navrés et pris, il convient que il i ait des grans apertisses d' armes faites. (FROISSART,781.17005) "
convenir," Car li rois de France avoit fait establir si bonnes gens d' armes sus les frontieres d' Artois, de Boulenois et en la conté de Ghines, qui pour ce temps se tenoit toute françoise, et aussi mis et establi sus la mer, Genevois, Normans et Espagnols, que, qant les Englois voloient issir hors de lor siege, il convenoit que il fuissent trop bien acompagniet, se il n' estoient rebouté; (FROISSART,794.17365) "
convenir," mais il convenoit envoiier en Avignon pour la dispensation. (FROISSART,804.17573) "
convenir," et monstrerent de fait, de parole et de samblant, que il estoient moult courouchié de ce que lors sires defalloit ensi sur ce que il avoit convenenchié et juré. (FROISSART,807.17654) "
convenir," Si me convenoit trouver voie et cautelle, conment je me peuisse de euls delivrer. (FROISSART,809.17680) "
convenir," Et sitos que elles furent passees, il conmenchierent a guerrier fortement, li rois de France a conforter mesire Carle de Blois son neveu, et li rois d' Engleterre, la contesse de Montfort, ensi que pronmis et convenenchiet li avoit. (FROISSART,810.17718) "
convenir," et vosist ou non, aultrement il euist esté mors, il li convint faire ce marchié. (FROISSART,811.17755) "
convenir," Toutesfois, la contesse de Montfort laissa biellement convenir ses gens de lors prisonniers, (FROISSART,817.17899) "
convenir," se li tourneroit a grant contraire, se il le convenoit ensi de la departir. (FROISSART,826.18084) "
convenir," Qant li rois Phelippes vei ce que perdre li convenoit Calais, si fu durement courouchiés: (FROISSART,833.18251) "
convenir," et nous convenra tous morir de male mort, se li gentils rois qui est vos sires ne prent pité de nous. (FROISSART,836.18332) "
convenir," et dirés au chapitainne que il convient pour la plus grant grace que je lor voel faire, que euls siis honmes bourgois des plus notables de Calais, nus piés et nus chiefs, en lors lignes draps tant seullement, les hars ou col, viennent ichi et aportent les clefs de la ville et dou chastiel en lors mains, (FROISSART,841.18451) "
convenir," car il en convenoit faire reponse. (FROISSART,842.18492) "
convenir," Toutesfois, pour abregier la besongne, puisque faire le convenoit, il les fist desvestir en la hale en purs lors braies et lors cemisses, nus piés et nus chiefs; (FROISSART,844.18533) "
convenir," mais je vous creante et convenente que je en ferai mon pooir. (FROISSART,846.18567) "
convenir," Chil de Calais ont fait morir tant de mes honmes que il convient ceuls morir aussi. (FROISSART,848.18626) "
convenir," Ce fu grans pités, qant il lor convint guerpir lors biaus hostels et lors hiretages, lors meubles et lors avoirs, (FROISSART,855.18777) "
convenir," Se les convenoit requler avoecques les esbahis et les fuians, vosissent ou non. (FROISSART,869.19154) "
convenir," mais finablement il les convint perdre; (FROISSART,871.19201) "
convenir," Et bien convenoit que ils fuissent fort et remuant et de grant emprise, (FROISSART,889.19628) "
convenir," et qui absolution voloit avoir il le convenoit aler querir en Avignon. (FROISSART,895.19799) "
convenir," Je en avrai une coronne es ciex, plus que les angres, qui le voient face a face, par quoy il convient que il le croient. (JOINVILLE_MEMOIRES,25.249) "
convenir," Pour ce que il nous convient poursuivre nostre matiere, la=quele il nous couvient un pou entrelacier pour faire entendre comment les soudanc tenoient leur gent ordeneement et areement ... (JOINVILLE_MEMOIRES,137.1534) "
convenir," Il fist parler aux marroniers qui avoient les gallees comment il leur convenoit recueillir tous les mallades et les mener à Damiette. (JOINVILLE_MEMOIRES,149.1644) "
convenir," car il vous convient saillir de vostre vessel sur le bec qui est tison de celle galie. (JOINVILLE_MEMOIRES,157.1736) "
convenir," ainçois li convint gesir, tant que nous fumes en Acre, sus les materas que le soudanc li avoit baillez et vestir les robes que le soudanc li avoit fet bailler et tailler, qui estoient de samit noir forré de vair et de griz, (JOINVILLE_MEMOIRES,197.2252) "
convenir," A tel meschief y furent que quant la mer grossoioit, les ondes leur voloient par desus la teste, et les convenoit asseoir que le vent ne les emportast en la mer. (JOINVILLE_MEMOIRES,319.3766) "
convenir," Bien lur covienge del surplus, De ceo que li autre unt en us! (MARIEF_LAIS,.398) "
convenir," Quant il nel volt de rien oïr, Si l' en covint idunc partir. (MARIEF_LAIS,.3170) "
convenir," E de ma femme d' autre part Or me covient que jeo me gart. (MARIEF_LAIS,.3525) "
convenir," Receue avons la supplicacion de noz amez les gens des trois estaz, consulz et habitans des prevostez d' Orilhac et des Maours esdictes Montaignes d' Auvergne, contenant que comme pour supporter les grans fraiz, mises et despens qui leur a convenu et convient chascun jour faire pour la garde et defense du païs d' icelles prevostez, qui sont es frontieres de noz anciens ennemis les Anglois, qui chascun jour y courent et ont pres d' icelles pluseurs grosses garnisons et patiz, soit besoing et neccessité ausdiz supplians de eulx assembler ensemble et asseoir, imposer et lever sur eulx certaines sommes de deniers pour convertir et employer en leur garde, ce qu' ilz n' oseroient faire, comme ilz dient, sanz avoir noz lettres de congié et licence, requerans humblement iceulz. (MORCHESNE_FCR,.36) "
convenir," Les bourgoys, manans et habitans de la ville de Cucy nous ont fait exposer comme ilz soient en la frontiere de pluseurs noz ennemis et presque tous les jours en grant dangier d' estre prins par iceulx ennemis, parce que ladicte ville est tres petitement emparee et a tres grant neccessité de reparacions; lesquelles, pour les grans charges qu' il a convenu et convient de jour en jour supporter ausdiz supplians pour le fait des guerres et autrement, ilz ne pourroient ne auroient de quoy faire faire sanz lever en ladicte ville un aide de deux solz tournois sur chascune queue de vin qui depuis la Saint Michiel derrain passee y a esté mise, et sur toutes celles que on mettra ou amenera en icelle ville de cy a trois ans a commencier a ladicte feste de Saint Michiel; lequel aide a esté advisié entr' eulx le plus prouffitable et moins grevable, (MORCHESNE_FCR,.71) "
