SentID,Corpus,LU,Frame,ID,Author,Title,Date,Century,Domain,Genre,Region,Form,Wordcount_Source,Text,Target1Start,Target1End,Target2Start,Target2End,Target3Start,Target3End
4010,Frantext,reveler,Reveal_secret,Domin,"Fromentin, Eugène, 1820-1876.",Dominique,1863,19th,,roman,,prose,76872,"La démarche dont me chargeait Olivier avait donc pour moi la signification la plus grave , bien qu’ il ne m’ en eût révélé que la moitié , comme on fait avec un agent diplomatique qu’ on ne veut pas mettre à fond dans ses secrets .",116,121,,,,
4011,Frantext,reveler,Reveal_secret,Lelia,"Sand, George, 1804-1876.",Lélia--1833,1833,19th,,roman,,prose,111345,"Il devint pâle , son coeur cessa de battre ; près de mourir , il la repoussa de toute sa force , car il n’ avait jamais tant craint la mort qu’ en cet instant où la vie se révélait à lui .",172,179,,,,
4012,Frantext,reveler,Reveal_secret,Actio*,"Blondel, Maurice, 1861-1949.",L'action,1893,19th,,traite ou essai,,prose,178641,"Ce qu’ elles révèlent , c’ est que le divin n’ est pas seulement dans ce qui semble dépasser la puissance accoutumée de l’ homme et de la nature , mais partout , là même où nous estimons volontiers que l’ homme et la nature se suffisent .",13,20,,,,
4013,Frantext,reveler,Reveal_secret,MicheletSorciere,"Michelet, Jules, 1798-1874.",La sorcière,1862,19th,,traite,,,102283,"Les moindres accidents des montagnes lointaines , arbre , rocher , maison , pli de terrain , tout se révélait dans la plus fine précision .",101,108,,,,
4014,Frantext,reveler,Reveal_secret,Repar*,"Clemenceau, Georges, 1841-1929.",Vers la réparation,1899,19th,,memoires,,prose,173586,"D’ ailleurs , ce secret , il n’ avait pas le droit de la connaître . Je dirai , l’ un de ces jours , comment il fut révélé pour venir au secours de la trahison .",116,121,,,,
4015,Frantext,reveler,Reveal_secret,TardePhiloPenale2,"Tarde, Gabriel, 1843-1904.",La philosophie pénale [2],1890,19th,,traite,,,118390,"Cette origine criminelle de la guerre serait - elle , par hasard , au nombre des causes qui rendent compte d’ un fait révélé par la statistique , à savoir , en tout pays la supériorité très marquée de la criminalité militaire relativement à la criminalité civile ?",118,123,,,,
4016,Frantext,reveler,Reveal_secret,Mathi,"Cottin, Madame (Sophie) 1770-1807.",Mathilde,1805,19th,,roman,,prose,194919,"et , à ces mots , si Mathilde s’ arrête , si elle se penche vers les cendres muettes de Montmorency , c’ est pour achever , sans doute , la fin de sa pensée , que le monde ne doit point entendre , et qu’ elle n’ ose révéler qu’ à l’ ombre auguste à qui elle attribue le pouvoir d’ en obtenir le pardon devant Dieu .",216,222,,,,
4017,Frantext,reveler,Reveal_secret,HiVie,"Sand, George, 1804-1876.",Histoire de ma vie,1855,19th,,memoires,,prose,490251,"Il se croyait en possession d’ une certitude , et , sentant bien qu’ elle dépassait la portée révolutionnaire de ses adeptes , il en insinuait tout doucement l’ esprit et n’ en révélait pas la lettre .",177,184,,,,
4018,Frantext,reveler,Reveal_secret,EssaiInegaliteRaces2,"Gobineau, Arthur, comte de, 1816-1882.",Essai sur l'inégalité des races humaines [2],1855,19th,,traite,,,189719,"Les éléments blancs , s’ ils ont paru créer les principales parties de la charpente sociale , ne se révèlent nullement dans la structure de la totalité .",100,107,,,,
4019,Frantext,reveler,Reveal_secret,EmpDi*,"Meersch, Maxence van der, 1907-1951.",L'empreinte du Dieu: roman / Maxence van der Meersch.,1936,20th,,roman,,prose,62428,"Il n’ osait pas l’ abandonner , de peur qu’ elle ne révélât sa piste .",52,58,,,,
4020,Frantext,reveler,Reveal_secret,ErSou*,"Sarraute, Nathalie, 1900-1999.",L'ère du soupçon: essais sur le roman,1956,20th,,traite ou essai,,prose,25644,"Au lieu , comme autrefois , de la révéler , ils l’ escamotent .",34,40,,,,
4021,Frantext,reveler,Reveal_secret,EnfAu,"Adam, Paul, 1862-1920.",L'enfant d'Austerlitz,1902,20th,,roman,,prose,164633,Je tremble que ma foi ne me fasse un devoir de révéler ce que ma piété filiale doit celer à tous .,47,53,,,,
4022,Frantext,reveler,Reveal_secret,Corre*,"Montesquieu, Charles de Secondat, baron de, 1689-1755.",Correspondance de Montesquieu,1755,20th,,correspondance,,prose,111275,Un piano ami m’ a seul révélé quelque peu cette musique et donc la musique .,23,28,,,,
4023,Frantext,reveler,Reveal_secret,AnnM1*,"Claudel, Paul, 1868-1955.",Annonce faite à Marie,1912,20th,,theatre,,prose,36291,"Une communication si profonde que la vie , Jacques , ni l’ enfer , ni le ciel même ne la feront plus cesser , ni ne feront cesser à jamais ce moment où je vous l’ ai révélé dans la fournaise de ce terrible soleil ici présent qui nous empêchait presque de nous voir le visage!",166,171,,,,
4024,Frantext,reveler,Reveal_secret,Swann,"Proust, Marcel, 1871-1922.",Du côté de chez Swann,1913,20th,,roman,,prose,181434,"Comme jadis quand il expérimentait sur la nature d’ Odette les réactions du dépit , il cherchait par celles de la gratitude à tirer d’ elle des parcelles intimes de sentiment qu’ elle ne lui avait pas révélées encore .",201,208,,,,
4025,Frantext,reveler,Reveal_secret,Mater*,"Frapié, Léon, 1863-1949.",La maternelle: roman,1904,20th,,roman,,prose,71998,Encore un bienfait scolaire révélé fortement par la récréation : le mélange rend les enfants égaux .,28,33,,,,
4026,Frantext,reveler,Reveal_secret,FebvreIncroyance,"Febvre, Lucien, 1878-1956.",Le problème de l'incroyance au XVIe siècle. La religion de Rabelais,1947,20th,,traite,,,188184,"L’ athéisme de Rabelais , qui ne l’ effarouchait pas en 1537 , se révèle brusquement en 1538 aux yeux dessillés du poète Visagier : et cette révélation ne troublerait que lui ?",66,71,,,,
4027,Frantext,reveler,Reveal_secret,mounier_revolution,"Mounier, Emmanuel, 1905-1950.",Révolution personnaliste et communautaire,1935,20th,,traite,,,125019,Un resserrement des liens et des services sociaux pourrait nous révéler des régions inexplorées de l’ homme .,64,70,,,,
4028,Frantext,reveler,Reveal_secret,HLSR4*,"Bremond, Henri, 1865-1933.",Histoire littéraire du sentiment religieux en France depuis la fin des guerres de religion jusqu'a nos jours,1920,20th,,traite ou essai,,prose,140659,"De tels hommes , éminents à bien des titres , nous pourrions les négliger , car ils n’ ont rien à nous révéler sur l’ évolution proprement religieuse de notre pays .",103,109,,,,
4029,Frantext,reveler,Reveal_secret,JoMet*,"Marcel, Gabriel, 1889-1973.",Journal métaphysique,1923,20th,,memoires,,prose,136589,"Une pensée individuelle semble donc se révéler à nous comme étant ce qui est antérieur à ses conditions , ou , plus exactement , ce qui est au - delà de l’ enchaînement conditionnel .",39,45,,,,
4030,Frantext,reveler,Reveal_secret,JauresDiscoursParlT1,"Jaurès, Jean, 1859-1914.",Discours parlementaires,1904,20th,,traite,,,301388,"C’ est cependant avec ce dossier ainsi recueilli , avec ce dossier administratif incomplet , dans lequel ne figurent pas et ne pouvaient pas figurer les témoins qu’ avait à produire M . Baudin , puisqu’ il ne s’ agissait pas d’ une enquête judiciaire devant laquelle il devait s’ incliner , mais d’ une enquête administrative hostile , à laquelle il n’ avait rien à révéler , — c’ est cependant avec ce dossier incomplet qu’ a été construite l’ accusation et qu’ on nous demande l’ autorisation de poursuites .",366,372,,,,
4031,Frantext,reveler,Reveal_secret,LavelleNarcisse,"Lavelle, Louis, 1883-1951.",L'erreur de Narcisse,1939,20th,,traite,,,59883,"Mais une distance infinie se révèle aussitôt à moi entre ce que je fais et cette puissance qui est en moi et que mon seul vœu pourtant est d’ exercer : or je ne cesse d’ y manquer , et dans la proportion même où j’ y manque , je ne suis plus pour moi et pour autrui qu’ une apparence qu’ un souffle dissipe , et que la mort abolira .",29,34,,,,
4032,Frantext,reveler,Reveal_secret,Rober*,"Gide, André, 1869-1951.",Robert,1930,20th,,roman,,prose,11769,"Elle m’ expliqua certain jour que notre idée de la vérité n’ était sans doute pas la même et que , tandis que je continuais à croire à une vérité divine , extérieure à l’ homme , révélée et transmise sous le regard et l’ inspiration de Dieu , elle ne consentait plus à tenir pour véritable rien qu’ elle ne reconnût vrai par elle - même , malgré ce que je pus lui dire : que cette croyance en une vérité particulière mène droit à l’ individualisme et ouvre la porte à l’ anarchie .",179,185,,,,
4033,Frantext,reveler,Reveal_secret,Ec20S*,"Perroux, François, 1903-",L'économie du XXe siècle,1964,20th,,traite ou essai,,prose,208903,"L’ action régionale s’ impose par suite des grandes disparités entre le nord et l’ est , le sud et le sud - ouest , révélées par des signes nombreux et frappants , causées par le développement des centres industriels , et , peut - être , renforcées par la participation au marché commun .",116,123,,,,
4034,Frantext,reveler,Reveal_secret,Mythologie,"Levy-Bruhl, Lucien, 1857-1939.",La mythologie primitive,1922,20th,,traite,,,100465,Il révèle la raison d’ être des réalités naturelles .,3,8,,,,
4035,Frantext,reveler,Reveal_secret,TeLor,"Moselly, Emile, 1870-1918.",Terres lorraines: roman,1907,20th,,roman,,prose,78098,"Comme elle pesait peu , cette petite fille , résignée à tous les abandons , dont le charme sentimental ne se révélait qu’ à la longue , quand il la comparait à cette créature ensorcelante .",109,116,,,,
4036,Frantext,reveler,Reveal_secret,PhPer*,"Merleau-Ponty, Maurice, 1908-1961.",Phénoménologie de la perception,1945,20th,,traite ou essai,,prose,215042,"Ce qu’ on croit être la pensée de la pensée , comme pur sentiment de soi ne se pense pas encore et a besoin d’ être révélé .",116,121,,,,
4037,Frantext,reveler,Reveal_secret,Mythologie,"Levy-Bruhl, Lucien, 1857-1939.",La mythologie primitive,1922,20th,,traite,,,100465,"C’ est le mythe encore qui lui révèle tout ce qu’ il sait des Dema , ces êtres mi - humains , mi - animaux , et en même temps superhumains , de la période où la nature entière était « surnature » , et comment ils ont produit , « créé » les traits saillants du pays et tout ce qui s’ y trouve aujourd’ hui , y compris les plantes , les animaux et les hommes , inventé ce qui est nécessaire à la vie , et enfin fondé les cérémonies et les autres institutions .",31,36,,,,
4038,Frantext,reveler,Reveal_secret,AmRev*,"Béguin, Albert, 1898-1957.",L'âme romantique et le rêve,1939,20th,,traite ou essai,,prose,191397,"En quittant la vie périphérique des perceptions et des événements habituels , elle pense atteindre à une concentration qui lui révèle son essence la plus pure .",127,132,,,,
4039,Frantext,seconfier,Reveal_secret,MdNv:Hept,"Marguerite, Queen, consort of Henry II, King of Navarre, 1492-1549.",L'Heptaméron,1559,16th,,roman,,,182112,"Je me vouldrois voluntiers plaindre du duc , soubz la promesse duquel me suys confié , esperant par là faire durer nostre heureuse vie ; mais , helas! Je debvois sçavoir que nul ne povoit garder mon secret myeulx que moy - mesmes .",70,83,,,,
4040,Frantext,seconfier,Reveal_secret,crenne.songe,"Hélisenne de Crenne (pseudonym of Marguerite Briet), ca. 1510- ca. 1552.",Songe,1541,16th,,melanges litteraires,,,18745,"Et lors , la mère de Cupidon voyant Minerve en silence remise , elle ne voulut plus taciturne demeurer ; et seulement au jeune homme , son déceptif propos adressa , qui fut à l’ occasion que de l’ abusée dame assez se confiait : ",215,225,,,,
4041,Frantext,seconfier,Reveal_secret,Cleve*,"La Fayette, Madame de (Marie-Madeleine Pioche de La Vergne), 1634-1693.",La princesse de Clèves,1678,17th,,traite ou essai,,,64170,"Falloit - il que la curiosité de sçavoir un nom que je ne dois pas vous dire , vous obligeast à vous confier à quelqu’ un pour tâcher de le découvrir?",96,107,,,,
4042,Frantext,seconfier,Reveal_secret,Memo1,"Retz, Jean François Paul de Gondi de, 1613-1679.",Mémoires. T. 1,1679,17th,,memoires,,prose,35141,"Ce furent m . Le président de Bailleul , m . L’ avocat et moi ; et parce qu’ on ne voulut pas se confier à un greffier , et qu’ ainsi il falloit que ce fût l’ un des commissaires mêmes qui tînt la plume , ce fut à moi à la prendre comme étant le plus jeune .",94,103,,,,
4043,Frantext,seconfier,Reveal_secret,Telem,"Fénelon, François de Salignac de La Mothe-, 1651-1715.",Les aventures de Télémaque,1699,17th,,roman,,prose,138152,"La jeunesse est présomptueuse ; elle se promet tout d’ elle - même : quoique fragile , elle croit pouvoir tout et n’ avoir jamais rien à craindre ; elle se confie légèrement et sans précaution .",153,161,,,,
4044,Frantext,seconfier,Reveal_secret,ArEug,"Bouhours, Dominique, 1628-1702.",Les entretiens d'Ariste et d'Eugène,1671,17th,,traite ou essai,,prose,55009,"Mais ceux à qui le prince se confie , ne doivent pas estre moins secrets que luy ; et c’ est pour cela qu’ Alexandre lisant un jour des lettres fort importantes , et s’ étant apperceû qu’ Ephestion les lisoit en mesme temps il prit l’ anneau qui luy servoit de cachet , et le mit sur les levres de son favori pour luy recommandent le silence .",26,34,,,,
4045,Frantext,seconfier,Reveal_secret,scudery.celinte,"Scudéry, Madeleine de, 1607-1701.",Célinte,1661,17th,,roman,,,47017,"Elle aprit aussi que ce Medecin qui l’ avoit servie estoit exilé , & eut la douleur de voir qu’ elle n’ avoit plus personne par qui elle pust sçavoir des nouvelles de ce qui se passoit , parce qu’ elle n’ osoit se confier à qui que ce soit , de peur que son secret estant revelé , elle ne nuisist à Poliante au lieu de le servir , car si l’ on eust sceu qu’ elle vivoit , on se seroit imaginé , que Poliante auroit eu part à cet artifice ; ainsi elle menoit la plus malheureuse , & la plus triste vie du monde .",211,220,,,,
4046,Frantext,seconfier,Reveal_secret,EMor1,"Nicole, Pierre, 1625-1695.",Essais de morale. T. 1,1671,17th,,traite ou essai,,prose,72935,"On contracte même par la confiance et l’ ouverture des autres pour nous quelque sorte d’ obligation de s’ ouvrir à eux et de s’ y confier , parcequ’ on les choque si on ne les traite comme on en est traité : au - lieu que ceux qui agissent avec plus de reserve , ne trouvent point mauvais qu’ on en use de même à leur égard .",125,127,130,136,,
4047,Frantext,seconfier,Reveal_secret,HiT-C,"Audiguier, Vital d', 1569-1624.",Histoire trage-comique de nostre temps,1615,17th,,roman,,prose,104473," Lysandre qui ne la menoit pas là pour luy , voyant qu’ il se declaroit ouvertement , se confiant aux amis et aux moyens qu’ il avoit en ce pays , d’ amoureux qu’ il en estoit en devint jaloux ; et craignant de s’ enveloper en de nouveaux malheurs , languissant encore soubs les ruines de ceux qui les accabloient , ne sçavoit quel ",86,96,,,,
4048,Frantext,seconfier,Reveal_secret,scudery.celinte,"Scudéry, Madeleine de, 1607-1701.",Célinte,1661,17th,,roman,,,47017,"Comme je changeay d’ habit , reprit Poliante , lors que je fus sorty de prison , je me souviens qu’ un jeune Estranger de qualité que je trouvay par hasard au lieu où je fus passer la nuit , & à qui je me confiay par le besoin que j’ avois de luy , me donna son habillement , & qu’ il reprit le mien , & je me souviens encore que m’ ayant conté ses advantures , comme je luy avois dit les miennes , il m’ apprit qu’ il sçavoit qu’ il avoit un Ennemy qui le suivoit , & qu’ il avoit promis sa teste à une tres - belle femme , dont malheureusement il avoit esté amoureux , & qu’ il avoit esté contraint d’ abandonner , parce qu’ il avoit connu qu’ elle avoit encore plus de méchanceté que de beauté , de sorte qu’ il y a apparence que cét Estranger perit par les mains de son Ennemy , & que ce sont les cendres de ce malheureux Amant que vous avez arrozé de tant de larmes .",202,211,,,,
4049,Frantext,seconfier,Reveal_secret,Telem,"Fénelon, François de Salignac de La Mothe-, 1651-1715.",Les aventures de Télémaque,1699,17th,,roman,,prose,138152,On ne pouvoit lui reprocher en toute sa vie que d’ avoir triomphé avec trop de faste des rois qu’ il avoit vaincus et de s’ être confié à un de ses sujets que je vous dépeindrai tout à l’ heure .,121,134,,,,
4050,Frantext,seconfier,Reveal_secret,Astr4,"Urfé, Honoré d', 1567-1625.",L'Astrée. T. 4,1624,17th,,roman,,prose,360162,"Et entre toutes les choses que je pensay la pouvoir obliger , j’ esleus principalement la discretion , ayant tousjours ouy dire qu’ il n’ y a rien qui engage tant une honneste fille à aymer que cette discretion ; aussi c’ est bien peu de prudence de se confier en une personne en qui l’ on ne doit point avoir de confiance .",250,259,,,,
4051,Frantext,seconfier,Reveal_secret,Memo2,"Retz, Jean François Paul de Gondi de, 1613-1679.",Memoires. T. 2,1679,17th,,memoires,,prose,110889,"Nul autre n’ ayant l’ esprit plus pénétrant que M De Saint - Cyran , ni ne connoissant mieux celui de m . Le colonel , dont il étoit aussi extrêmement connu , ainsi qu’ on le pourra voir dans un mémoire particulier signé de ma main , que j’ ai fait il y a long - temps de tout ce qui le regarde ; sachant aussi que son eminence ne se confioit que par moi à m . Le colonel , et n’ ignorant pas quelle étoit l’ ambition de madame la marquise , et sa passion de gouverner monsieur , il n’ eut pas peine à juger que ce discours étoit un effet de la jalousie .",331,341,,,,
4052,Frantext,seconfier,Reveal_secret,scudery.celinte,"Scudéry, Madeleine de, 1607-1701.",Célinte,1661,17th,,roman,,,47017,"Il fut pourtant chez un de ses plus particuliers Amis , en qui il se confia , & qui ne revelant pas son secret , luy donna de l’ argent pour aller où il voudroit .",66,74,,,,
4053,Frantext,seconfier,Reveal_secret,FauVH,"Esprit, Mr. (Jacques), 1611-1678.",La fausseté des vertus humaines,1678,17th,,traite ou essai,,prose,165161,"Le plaisir est la cause des confidences qu’ on fait des avantures agreables ; car ceux qui les font ne les rappellent dans leur memoire et ne les racontent à leurs amis , que pour re - goûter le plaisir qu’ elles leur ont donné ; l’ at - trait de ce plaisir est même si grand que les femmes , qui craignent si fort qu’ on découvre leurs commerces secrets , cherchent avec soin quelque personne fidelle en qui elles puissent se confier , afin de pouvoir leur rendre conte de tout ce qui se passe dans le cours de leurs ga - lanteries , et de sentir plus d’ une fois ce qu’ el - les trouvent de satisfaisant dans cette frivole occupation .",424,433,,,,
4054,Frantext,seconfier,Reveal_secret,Telem,"Fénelon, François de Salignac de La Mothe-, 1651-1715.",Les aventures de Télémaque,1699,17th,,roman,,prose,138152,Elle voyoit les principaux officiers du palais prêts à tremper leurs mains dans le sang du roi ; elle entendoit parler tous les jours de quelque nouvelle conjuration ; mais elle craignoit de se confier à quelqu’ un par qui elle seroit trahie .,191,200,,,,
4055,Frantext,seconfier,Reveal_secret,Astr3,"Urfé, Honoré d', 1567-1625.",L'Astrée. T. 3,1619,17th,,roman,,prose,304708,"Je pensay qu’ il falloit de necessité me confier en quelque personne qui me peust , et soulager et conseiller , et apres que j’ eus jetté les yeux sur tous ceux de nostre maison , je ne trouvay personne plus propre qu’ une fille de ma nourrice , qui pour avoir esté de tout temps eslevée aupres de moy , me portoit une si grande affection qu’ elle ne se pouvoit saouler de me servir .",38,47,,,,
4056,Frantext,seconfier,Reveal_secret,FauVH,"Esprit, Mr. (Jacques), 1611-1678.",La fausseté des vertus humaines,1678,17th,,traite ou essai,,prose,165161,"Ces causes disposent tellement les hommes à s’ ouvrir et à se confier , que les plus petites occasions qu’ ils en ont , sont des pieges presque inévitables à ceux mêmes qui sont les plus sages et les plus retenus .",59,68,,,,
4057,Frantext,seconfier,Reveal_secret,MdMlg,"Molière, 1622-1673.",Le médecin malgré lui: comédie,1667,17th,,theatre,,,9883,"Vous êtes honnête homme , et je veux bien me confier à vous , comme vous vous confiez à moi .",42,51,,,,
4058,Frantext,seconfier,Reveal_secret,Jonas,"Coras, Jacques de, 1630-1677.","Jonas, ou Ninive pénitente",1663,17th,,poesie,,vers,60363,"Phul t’ écoute , il te croit , il se confie en toy , enfin , tu peux sur luy ce que tu peux sur moy .",34,42,,,,
4059,Frantext,seconfier,Reveal_secret,Telem,"Fénelon, François de Salignac de La Mothe-, 1651-1715.",Les aventures de Télémaque,1699,17th,,roman,,prose,138152,"Il se confioit à d’ autres amis , mais à divers degrés , et à proportion de ce qu’ il avoit éprouvé leur amitié et leur sagesse .",3,13,,,,
4060,Frantext,seconfier,Reveal_secret,Cleve*,"La Fayette, Madame de (Marie-Madeleine Pioche de La Vergne), 1634-1693.",La princesse de Clèves,1678,17th,,traite ou essai,,,64170,L’ aveu que Madame de Clèves avoit fait à son mary estoit une si grande marque de sa sincérité et elle nioit si fortement de s’ estre confiée à personne que Monsieur de Clèves ne sçavoit que penser .,125,140,,,,
4061,Frantext,seconfier,Reveal_secret,IllFr,"Challes, Robert, 1659-ca. 1720.",Les illustres françoises,1713,18th,,roman,,prose,221100,"On m’ avertisssoit qu’ on avoit envoyé à ma mére copie de cette lettre , qu’ on n’ avoit pas voulu m’ addresser à moi - même au logis lorsque je n’ y serois pas , crainte que je ne crusse qu’ elle venoit de mes parens qui en étoient fort innocens ; ni me la faire donner pendant le jour en main propre , crainte que je ne visse celui qui me la donneroit , qui étoit le même dont venoit l’ avis , et qui n’ avoit voulu se confier du secret qu’ à soi - même .",418,427,,,,
4062,Frantext,seconfier,Reveal_secret,CoCom,"Arnaud, François-Thomas-Marie de Baculard d', 1718-1805.",Le comte de Comminge,1764,18th,,theatre (verse),,vers,15169,Mon ame en toi seul se confie ; écarte les dangers qui m’ attendent au port .,20,31,,,,
4063,Frantext,seconfier,Reveal_secret,Pays4,"Marivaux, Pierre Carlet de Chamblain de, 1688-1763.",Le paysan parvenu. Part 1-4,1734,18th,,roman,,prose,77896,"Vraiment , l’ intérêt est une belle chose ; parce que je le quitte , et qu’ il n’ aura plus de moi les présents que je lui faisais tous les jours , il faut qu’ il me persécute sous prétexte qu’ il prend part à ce qui me regarde ; il faut qu’ une personne chez qui je demeure , et à qui je me suis confiée , me fasse essuyer la plus cruelle avanie du monde ; ",289,303,,,,
4064,Frantext,seconfier,Reveal_secret,Incas,"Marmontel, Jean François, 1723-1799.","Les Incas, ou, La destruction de l'empire du Pérou",1777,18th,,roman,,prose,110202,"Il vous sera rendu , lui dit Mendoce ; daignez vous confier à moi ; ",47,58,,,,
4065,Frantext,seconfier,Reveal_secret,Nanin,"Voltaire, 1694-1778.",Nanine,1749,18th,,theatre (verse),,vers,11433,"C’ est votre jardinier , à qui Nanine osa se confier .",42,51,,,,
4066,Frantext,seconfier,Reveal_secret,LiDan,"Laclos, Choderlos de, 1741-1803.",Les liaisons dangereuses,1782,18th,,roman,,prose,149273,"Cependant mon coeur est plein ... il faut que je parle à quelqu’ un , et vous êtes la seule à qui je puisse , à qui j’ ose me confier . ",123,132,,,,
4067,Frantext,seconfier,Reveal_secret,LiDan,"Laclos, Choderlos de, 1741-1803.",Les liaisons dangereuses,1782,18th,,roman,,prose,149273,"Je n’ ose pas me confier à Joséphine pour cet objet , et encore moins à ma femme de chambre ; car c’ est peut - être elle qui aura dit à ma mère que j’ avais des lettres dans mon secrétaire .",14,23,,,,
4068,Frantext,seconfier,Reveal_secret,Elegi,"Chénier, André, 1762-1794.",Élégies,1794,18th,,poesie,,vers,34293,Oh! De se confier noble et douce habitude! ,7,16,,,,
4069,Frantext,seconfier,Reveal_secret,PoeFr,"Marmontel, Jean François, 1723-1799.",Poétique françoise,1763,18th,,melanges litteraires,,prose,160901,"Il est dans la nature et dans les moeurs de tous les pays et de tous les tems , d’ avoir un ami , un esclave affidé à qui l’ on se confie ; au - lieu qu’ il ne sera jamais vraisemblable qu’ on prenne un peuple pour confident de ses secrets les plus intimes , de ses crimes les plus cachés .",128,139,,,,
4070,Frantext,seconfier,Reveal_secret,PhSav,"Sedaine, Michel-Jean, 1719-1797.",Le philosophe sans le savoir: comédie en cinq actes,1765,18th,,theatre,,prose,13484,Est - ce que vous vous êtes confié à Victorine?,18,33,,,,
4071,Frantext,seconfier,Reveal_secret,IllFr,"Challes, Robert, 1659-ca. 1720.",Les illustres françoises,1713,18th,,roman,,prose,221100,Elle se confia à une autre religieuse qui la trahit .,5,13,,,,
4072,Frantext,seconfier,Reveal_secret,CInst,"Condillac, Etienne Bonnot de, 1714-1780.",Cours instruction du prince,1775,18th,,traite ou essai,,prose,55466,"En parlant des personnes , on a le choix entre qui et lequel : les amis à qui ou auxquels je me suis confié .",93,106,,,,
4073,Frantext,seconfier,Reveal_secret,Emigr,"Sénac de Meilhan, Gabriel, 1736-1803.",L'émigré,1797,18th,,roman,,prose,139354,"Vous avez tort de me comparer à la princesse de Cleves qui se confie à son mari ; elle ne pouvait que le rendre malheureux par cette imprudente confidence , et devait craindre de trouver en lui au lieu d’ un témoin éclairé et impartial , un argus inquiet dont la jalousie troublerait la vue .",59,67,,,,
4074,Frantext,seconfier,Reveal_secret,GabVe,"Belloy, Pierre Laurent Buyrette de, 1727-1775.",Gabrielle de Vergy,1770,18th,,theatre (verse),,vers,22188,"Si tu crains de Fayel la jalouse injustice , au généreux Rhétel tu peux te confier : sur - tout , que ce billet soit offert le premier .",72,81,,,,
4075,Frantext,seconfier,Reveal_secret,Tancr,"Voltaire, 1694-1778.",Tancrède,1761,18th,,theatre (verse),,vers,15419,Je me confie à toi .,3,11,,,,
4076,Frantext,seconfier,Reveal_secret,Genie,"Grafigny, Mme de (Françoise d'Issembourg d'Happoncourt), 1695-1758.","Cénie: pièce nouvelle, en cinq actes.",1751,18th,,theatre,,prose,13450,"Vous vous mêlez d’ intrigue , je m’ en mêle aussi : confiez - vous à moi , je pourrai vous rendre service .",52,65,,,,
4077,Frantext,seconfier,Reveal_secret,RhZen,"Crébillon, M. de (Prosper Jolyot), 1674-1762.",Rhadamiste et Zénobie,1711,18th,,theatre (verse),,vers,13246,"Quels que soient vos desseins , vous pouvez sans effroi , sûr d’ un appui sacré , vous confier à moi . ",82,93,,,,
4078,Frantext,seconfier,Reveal_secret,DiMor,"Fénelon, François de Salignac de La Mothe-, 1651-1715.",Dialogues des morts: composés pour l'éducation d'un prince,1715,18th,,melanges litteraires,,prose,79080,"Mais tu veux que je te laisse faire , moi à qui on s’ est confié?",51,63,,,,
4079,Frantext,seconfier,Reveal_secret,IllFr,"Challes, Robert, 1659-ca. 1720.",Les illustres françoises,1713,18th,,roman,,prose,221100,"Que le bruit couroit que Silvie de concert avec la morin , ci - devant l’ une des femmes de chambre de Madame De Cranves et celle à qui elle se confioit le plus , avec qui Silvie demeuroit pour lors , et qu’ elle faisoit passer pour sa tante , avoit fait sa main .",141,151,,,,
4080,Frantext,seconfier,Reveal_secret,Melan,"La Harpe, Jean-François de, 1739-1803.",Mélanie,1770,18th,,theatre (verse),,vers,12686,Ô! Mon guide! Ô! Mon père qu’ aisément avec vous je puis être sincère! Que mon ame à la vôtre aime à se confier! ,101,110,,,,
4081,Frantext,seconfier,Reveal_secret,stael.litterature,"Staël, Madame de (Anne-Louise-Germaine), 1766-1817.",De la littérature,1800,19th,,traite ou essai,,,124878,"On est averti des penchants coupables , par toutes les réflexions , par toutes les circonstances , par tous les traités de morale ; mais lorsqu’ on se sent une nature généreuse et sensible , on s’ y confie entièrement , et l’ on peut arriver au dernier degré du malheur , sans que rien vous ait fait connaître la suite d’ erreurs qui vous y a conduit .",194,196,199,204,,
4082,Frantext,seconfier,Reveal_secret,BoMol,"Champfleury, 1821-1889.",Les bourgeois de Molinchart,1855,19th,,roman,,prose,100826,"Ne vaut - il pas mieux qu’ elle se taise : si elle se confiait à moi , elle pourrait se confier à d’ autres ; vous ne savez pas combien elle a d’ ennemis acharnés , à commencer par la soeur de son tyran .",51,61,,,,
4083,Frantext,seconfier,Reveal_secret,BarbdA:VieiMait,"Barbey D'Aurevilly, J. (Jules), 1808-1899.",Une Vieille Maîtresse,1851,19th,,roman,,,143601,"Ah! le besoin de se confier , le besoin de mettre sa tête sur une autre poitrine , quand on souffre , elle le sentait avec une énergie qui augmentait son malheur , car elle avait résolu d’ y résister jusqu’ à la fin .",17,26,,,,
4084,Frantext,seconfier,Reveal_secret,HiSEl,"Montalembert, Charles Forbes, comte de, 1810-1870.","Histoire de Sainte Elisabeth de Hongrie, duchese de Thuringe (1207-1231)",1836,19th,,traite ou essai,,prose,136515,"Puis quand il fut sorti , elle se mit à genoux et dit : ""seigneur Jésus - Christ , père très clément et très fidèle , doux consolateur des pauvres et de tous ceux qui sont en peine , ami et auxiliaire fidèle de tous ceux qui se confient en toi , viens à l’ aide de ta pauvre servante , qui s’ est dépouillée de toute sa parure pour l’ amour de toi .""",225,235,,,,
